path,text
/Users/ganeshmarpuri/development/synthetic_image generation/output/Times New Roman_14350.png,Evaporation aboil scrappet sphygmodic pokeweed!
/Users/ganeshmarpuri/development/synthetic_image generation/output/Brush Script_48451.png,Dilution breather zimentwater ulua dandydom precisional prospective!
/Users/ganeshmarpuri/development/synthetic_image generation/output/Georgia Italic_73902.png,Dardic
/Users/ganeshmarpuri/development/synthetic_image generation/output/Courier New Italic_80802.png,n3%QHU6M4iQ
/Users/ganeshmarpuri/development/synthetic_image generation/output/Arial Unicode_52404.png,chrismatory
/Users/ganeshmarpuri/development/synthetic_image generation/output/Chalkduster_55219.png,Rhoecus
/Users/ganeshmarpuri/development/synthetic_image generation/output/Apple Chancery_32944.png,Untradeable restitution yearn blushfulness mixible?
/Users/ganeshmarpuri/development/synthetic_image generation/output/AppleMyungjo_76949.png,Knappishly toleration kowtow whiteweed
/Users/ganeshmarpuri/development/synthetic_image generation/output/Arial Narrow Bold Italic_93952.png,{j/fNc| 
/Users/ganeshmarpuri/development/synthetic_image generation/output/Arial Narrow_82090.png,Fabianist interlobate jicama chauvinistic.
/Users/ganeshmarpuri/development/synthetic_image generation/output/Courier New_64845.png,overshot
/Users/ganeshmarpuri/development/synthetic_image generation/output/Wingdings 3_10063.png,underdrag
/Users/ganeshmarpuri/development/synthetic_image generation/output/Wingdings 2_45224.png,Hemicranic bagattino homogen trist clottage!
/Users/ganeshmarpuri/development/synthetic_image generation/output/STIXTwoText_31576.png,otiosely
/Users/ganeshmarpuri/development/synthetic_image generation/output/Skia_37911.png,Pearler trick alkarsin subverter entomere odontormae bagobo.
/Users/ganeshmarpuri/development/synthetic_image generation/output/Trebuchet MS Bold Italic_96199.png,"5O&BP.;<""!"
/Users/ganeshmarpuri/development/synthetic_image generation/output/Impact_83851.png,"QXt,"
/Users/ganeshmarpuri/development/synthetic_image generation/output/Tahoma Bold_34221.png,hypospray
/Users/ganeshmarpuri/development/synthetic_image generation/output/Arial_38855.png,Hellenist unadulterous slitting molybdenite workpan miltonia
/Users/ganeshmarpuri/development/synthetic_image generation/output/Ayuthaya_86897.png,intercostal
/Users/ganeshmarpuri/development/synthetic_image generation/output/Khmer Sangam MN_18423.png,Pewless prunted malchus potterer!
/Users/ganeshmarpuri/development/synthetic_image generation/output/KefaIII_63825.png,horologic
/Users/ganeshmarpuri/development/synthetic_image generation/output/Trebuchet MS Bold_55521.png,Relaxative eumycetes coagulase.
/Users/ganeshmarpuri/development/synthetic_image generation/output/Arial Black_70652.png,clochan
/Users/ganeshmarpuri/development/synthetic_image generation/output/Courier New Bold Italic_57655.png,undreading
/Users/ganeshmarpuri/development/synthetic_image generation/output/Comic Sans MS_80374.png,JOI/2two*Vxl
/Users/ganeshmarpuri/development/synthetic_image generation/output/DIN Alternate Bold_46815.png,bali
/Users/ganeshmarpuri/development/synthetic_image generation/output/Wingdings_67563.png,ec7dF
/Users/ganeshmarpuri/development/synthetic_image generation/output/Sathu_95282.png,t7a0q0N$CPk
/Users/ganeshmarpuri/development/synthetic_image generation/output/Arial Bold Italic_97195.png,3w7OnH
/Users/ganeshmarpuri/development/synthetic_image generation/output/Tahoma_35013.png,\e|*?3'|^d#up
/Users/ganeshmarpuri/development/synthetic_image generation/output/PlantagenetCherokee_29021.png,spor
/Users/ganeshmarpuri/development/synthetic_image generation/output/Georgia Bold_73343.png,Foregoing semibreve excusative bradypnea mitigatory!
/Users/ganeshmarpuri/development/synthetic_image generation/output/Verdana Bold Italic_55961.png,strontic
/Users/ganeshmarpuri/development/synthetic_image generation/output/Microsoft Sans Serif_43423.png,trophogenic
/Users/ganeshmarpuri/development/synthetic_image generation/output/Georgia Bold Italic_41734.png,Panegyrizer tepee phyllous microgram?
/Users/ganeshmarpuri/development/synthetic_image generation/output/Arial Rounded Bold_18943.png,Mirate girse bushily slotting digamous paean?
/Users/ganeshmarpuri/development/synthetic_image generation/output/Times New Roman Bold_52166.png,tophaceous
/Users/ganeshmarpuri/development/synthetic_image generation/output/Krungthep_97638.png,p~9@DVypti0
/Users/ganeshmarpuri/development/synthetic_image generation/output/Andale Mono_99436.png,Johnnie uzbak hazeled condignity cosectarian myosinogen?
/Users/ganeshmarpuri/development/synthetic_image generation/output/Herculanum_89350.png,bagonet
/Users/ganeshmarpuri/development/synthetic_image generation/output/Comic Sans MS Bold_91594.png,Ornithomimus
/Users/ganeshmarpuri/development/synthetic_image generation/output/Arial Italic_68041.png,plotter
/Users/ganeshmarpuri/development/synthetic_image generation/output/Verdana_41174.png,Chalcone vesiculose bhutatathata!
/Users/ganeshmarpuri/development/synthetic_image generation/output/Arial Narrow Bold_43513.png,Overline kastura whiteweed imbarge variable anticomment concamerated.
/Users/ganeshmarpuri/development/synthetic_image generation/output/LastResort_38386.png,t;HmAHX*1
/Users/ganeshmarpuri/development/synthetic_image generation/output/STIXGeneralItalic_33841.png,w9o|s#M=T\
/Users/ganeshmarpuri/development/synthetic_image generation/output/STIXGeneral_91299.png,Hamite metaphyseal confervous xenophanean fanglomerate homobaric?
/Users/ganeshmarpuri/development/synthetic_image generation/output/STIXTwoMath_87840.png,Collectable unweeded regrating tritor gumlike mester!
/Users/ganeshmarpuri/development/synthetic_image generation/output/STIXGeneralBolIta_84527.png,geoponical
/Users/ganeshmarpuri/development/synthetic_image generation/output/STIXGeneralBol_59488.png,factive
/Users/ganeshmarpuri/development/synthetic_image generation/output/Arial Unicode_75175.png,ranged
/Users/ganeshmarpuri/development/synthetic_image generation/output/Geneva_87917.png,anesthetize
/Users/ganeshmarpuri/development/synthetic_image generation/output/SFNSMono_79507.png,JdMN<;~xT
/Users/ganeshmarpuri/development/synthetic_image generation/output/SFCompact_59295.png,LGw.GoP<F$v
/Users/ganeshmarpuri/development/synthetic_image generation/output/NewYork_64915.png,":(,_x]By7I"
/Users/ganeshmarpuri/development/synthetic_image generation/output/SFNSMonoItalic_18350.png,nP%^[8
/Users/ganeshmarpuri/development/synthetic_image generation/output/SFNS_40734.png,5Rh&UX:H+tx=
/Users/ganeshmarpuri/development/synthetic_image generation/output/Monaco_59679.png,Nonbookish scorifier farolito!
/Users/ganeshmarpuri/development/synthetic_image generation/output/Apple Symbols_17680.png,Steprelation silverpoint stylolitic showman!
/Users/ganeshmarpuri/development/synthetic_image generation/output/NewYorkItalic_67153.png,aurelia
/Users/ganeshmarpuri/development/synthetic_image generation/output/SFCompactItalic_63708.png,tetrasome
/Users/ganeshmarpuri/development/synthetic_image generation/output/SFNSRounded_23653.png,Isodialuric idoistic factory sinuitis!
/Users/ganeshmarpuri/development/synthetic_image generation/output/SFCompactRounded_52649.png,unsodden
/Users/ganeshmarpuri/development/synthetic_image generation/output/SFNSItalic_13930.png,Thso)8l
/Users/ganeshmarpuri/development/synthetic_image generation/output/Webdings_17348.png,eucharistial
/Users/ganeshmarpuri/development/synthetic_image generation/output/Zapfino_24484.png,L}3Hcnnz}H
/Users/ganeshmarpuri/development/synthetic_image generation/output/Trebuchet MS Italic_89986.png,Graftage feazings cockle refrangent lenitive
/Users/ganeshmarpuri/development/synthetic_image generation/output/Georgia_87818.png,|L&pRC=-Ozd:C
/Users/ganeshmarpuri/development/synthetic_image generation/output/Verdana Bold_58148.png,unhealthful
/Users/ganeshmarpuri/development/synthetic_image generation/output/Bodoni 72 Smallcaps Book_97301.png,Waiter puntel misprize yest amazonism tollmaster
/Users/ganeshmarpuri/development/synthetic_image generation/output/Times New Roman Bold Italic_41190.png,\3(=K
/Users/ganeshmarpuri/development/synthetic_image generation/output/Silom_59025.png,devilism
/Users/ganeshmarpuri/development/synthetic_image generation/output/Verdana Italic_97256.png,antitoxic
/Users/ganeshmarpuri/development/synthetic_image generation/output/Times New Roman Italic_42250.png,Corcir bathochrome unforewarned asarh schedulate.
/Users/ganeshmarpuri/development/synthetic_image generation/output/Bradley Hand Bold_54335.png,uralitize
/Users/ganeshmarpuri/development/synthetic_image generation/output/Arial Narrow Italic_14046.png,Connumerate introdden centage cantonese
/Users/ganeshmarpuri/development/synthetic_image generation/output/AppleGothic_92136.png,Jank protomartyr fermentatory?
/Users/ganeshmarpuri/development/synthetic_image generation/output/STIXTwoText-Italic_48243.png,h('\v
/Users/ganeshmarpuri/development/synthetic_image generation/output/DIN Condensed Bold_40948.png,>^3u
/Users/ganeshmarpuri/development/synthetic_image generation/output/Arial Bold_70051.png,Putriform minyan patrick shopworn promiseless brownly.
/Users/ganeshmarpuri/development/synthetic_image generation/output/Trebuchet MS_85580.png,"e1xZG ""#M'3"
/Users/ganeshmarpuri/development/synthetic_image generation/output/Trattatello_99987.png,Tricuspidate cycle underneath taririnic
/Users/ganeshmarpuri/development/synthetic_image generation/output/BigCaslon_76390.png,7]?0jVO4
/Users/ganeshmarpuri/development/synthetic_image generation/output/Courier New Bold_99007.png,\(BR9b.ot
/Users/ganeshmarpuri/development/synthetic_image generation/output/Lao Sangam MN_64103.png,Telewriter tricholoma genially prerestrain rorulent!
/Users/ganeshmarpuri/development/synthetic_image generation/output/Luminari_93763.png,`1b?Ov7lU3&l
/Users/ganeshmarpuri/development/synthetic_image generation/output/Times New Roman_20266.png,"zeaaU1QVq*"""
/Users/ganeshmarpuri/development/synthetic_image generation/output/Brush Script_11755.png,rostelliform
/Users/ganeshmarpuri/development/synthetic_image generation/output/Georgia Italic_34319.png,Eyesore deprecation woodreeve
/Users/ganeshmarpuri/development/synthetic_image generation/output/Courier New Italic_79429.png,ambulatorium
/Users/ganeshmarpuri/development/synthetic_image generation/output/Arial Unicode_69636.png,Ischemic overrigged hypotrichous?
/Users/ganeshmarpuri/development/synthetic_image generation/output/Chalkduster_70347.png,mesotympanic
/Users/ganeshmarpuri/development/synthetic_image generation/output/Apple Chancery_26674.png,Hypnotic crayfish hebrew.
/Users/ganeshmarpuri/development/synthetic_image generation/output/AppleMyungjo_84852.png,bilaminar
/Users/ganeshmarpuri/development/synthetic_image generation/output/Arial Narrow Bold Italic_58676.png,Olefinic unevaporate herbert enforcedly larcener growsome!
/Users/ganeshmarpuri/development/synthetic_image generation/output/Arial Narrow_93401.png,5Um7 $
/Users/ganeshmarpuri/development/synthetic_image generation/output/Courier New_13207.png,"C[""T}Y"
/Users/ganeshmarpuri/development/synthetic_image generation/output/Wingdings 3_54229.png,tIvO
/Users/ganeshmarpuri/development/synthetic_image generation/output/Wingdings 2_56222.png,&aa?:w 
/Users/ganeshmarpuri/development/synthetic_image generation/output/STIXTwoText_61241.png,JS=8]^z1]
/Users/ganeshmarpuri/development/synthetic_image generation/output/Skia_30367.png,CbFAh>
/Users/ganeshmarpuri/development/synthetic_image generation/output/Trebuchet MS Bold Italic_83891.png,Coachwright mustafina coaming zygnematales monadism shuttering
/Users/ganeshmarpuri/development/synthetic_image generation/output/Impact_39229.png,collectivist
/Users/ganeshmarpuri/development/synthetic_image generation/output/Tahoma Bold_78811.png,5_'iP6XyFdhK
/Users/ganeshmarpuri/development/synthetic_image generation/output/Arial_90964.png,Xiphosurous neotropical piscine inherency nonfinite hypolydian snappable?
/Users/ganeshmarpuri/development/synthetic_image generation/output/Ayuthaya_98234.png,chalmer
/Users/ganeshmarpuri/development/synthetic_image generation/output/Khmer Sangam MN_58046.png,Deflesh marquisina hexagonial papio sentimenter alkaligenous mazopexy?
/Users/ganeshmarpuri/development/synthetic_image generation/output/KefaIII_89635.png,9d'_>d
/Users/ganeshmarpuri/development/synthetic_image generation/output/Trebuchet MS Bold_62061.png,Pz{'
/Users/ganeshmarpuri/development/synthetic_image generation/output/Arial Black_98944.png,HNA.5p)Pt
/Users/ganeshmarpuri/development/synthetic_image generation/output/Courier New Bold Italic_63936.png,puppetly
/Users/ganeshmarpuri/development/synthetic_image generation/output/Comic Sans MS_39603.png,Betalk londinensian pediculi ultrabasic!
/Users/ganeshmarpuri/development/synthetic_image generation/output/DIN Alternate Bold_75952.png,fissiparism
/Users/ganeshmarpuri/development/synthetic_image generation/output/Wingdings_90005.png,Nonunique kos aminoacetic ferule glaieul overburnt overbig?
/Users/ganeshmarpuri/development/synthetic_image generation/output/Sathu_91043.png,Woodruff nullah mercury middler ichnomancy tetrastichus
/Users/ganeshmarpuri/development/synthetic_image generation/output/Arial Bold Italic_35668.png,Antluetic hawker rebronze quinetum torpedoplane.
/Users/ganeshmarpuri/development/synthetic_image generation/output/Tahoma_35630.png,XuTB>~*dSj>*
/Users/ganeshmarpuri/development/synthetic_image generation/output/PlantagenetCherokee_76369.png,aniselike
/Users/ganeshmarpuri/development/synthetic_image generation/output/Georgia Bold_73590.png,WqF.:Lp:*a9[7u
/Users/ganeshmarpuri/development/synthetic_image generation/output/Verdana Bold Italic_16358.png,Na&V
/Users/ganeshmarpuri/development/synthetic_image generation/output/Microsoft Sans Serif_30163.png,]>8>VSX0[%tbT
/Users/ganeshmarpuri/development/synthetic_image generation/output/Georgia Bold Italic_32900.png,Archorrhea connex twaddell?
/Users/ganeshmarpuri/development/synthetic_image generation/output/Arial Rounded Bold_56766.png,Angrite cedilla frescade hydratropic
/Users/ganeshmarpuri/development/synthetic_image generation/output/Times New Roman Bold_32847.png,Dedolation proemployee permutatory
/Users/ganeshmarpuri/development/synthetic_image generation/output/Krungthep_60993.png,disclosed
/Users/ganeshmarpuri/development/synthetic_image generation/output/Andale Mono_61413.png,"hcWnJC,L8`K7"
/Users/ganeshmarpuri/development/synthetic_image generation/output/Herculanum_67186.png,funest
/Users/ganeshmarpuri/development/synthetic_image generation/output/Comic Sans MS Bold_20453.png,tarrer
/Users/ganeshmarpuri/development/synthetic_image generation/output/Arial Italic_50977.png,+TO#&jtYf.6AL
/Users/ganeshmarpuri/development/synthetic_image generation/output/Verdana_38423.png,Lone nasitis twatchel thiourea overblouse crepidula invincible
/Users/ganeshmarpuri/development/synthetic_image generation/output/Arial Narrow Bold_18612.png,Nankin ionizable deadliness bugbearish
/Users/ganeshmarpuri/development/synthetic_image generation/output/LastResort_67395.png,Huckster birsy haysel frogskin gadwall.
/Users/ganeshmarpuri/development/synthetic_image generation/output/STIXGeneralItalic_39914.png,hemifacial
/Users/ganeshmarpuri/development/synthetic_image generation/output/STIXGeneral_86260.png,s=zJN
/Users/ganeshmarpuri/development/synthetic_image generation/output/STIXTwoMath_36378.png,quadrijugous
/Users/ganeshmarpuri/development/synthetic_image generation/output/STIXGeneralBolIta_29453.png,y((]b
/Users/ganeshmarpuri/development/synthetic_image generation/output/STIXGeneralBol_69012.png,Tweed uraniid inadhesion!
/Users/ganeshmarpuri/development/synthetic_image generation/output/Arial Unicode_59556.png,mangonism
/Users/ganeshmarpuri/development/synthetic_image generation/output/Geneva_92801.png,regeneratrix
/Users/ganeshmarpuri/development/synthetic_image generation/output/SFNSMono_20268.png,immortable
/Users/ganeshmarpuri/development/synthetic_image generation/output/SFCompact_55190.png,Mosatenan unappliable mararie
/Users/ganeshmarpuri/development/synthetic_image generation/output/NewYork_61226.png,Sitten snaffle helosis bratticing vacuolated microcardius!
/Users/ganeshmarpuri/development/synthetic_image generation/output/SFNSMonoItalic_54749.png,crusted
/Users/ganeshmarpuri/development/synthetic_image generation/output/SFNS_63501.png,l5zpI_3BQ_O
/Users/ganeshmarpuri/development/synthetic_image generation/output/Monaco_48162.png,taxinomist
/Users/ganeshmarpuri/development/synthetic_image generation/output/Apple Symbols_98716.png,Deutoplasmic molle hedeoma protopterous prespeculate oxysulphide composer.
/Users/ganeshmarpuri/development/synthetic_image generation/output/NewYorkItalic_98017.png,Inbreathe pentastylos quata.
/Users/ganeshmarpuri/development/synthetic_image generation/output/SFCompactItalic_11457.png,Pigman gallophobia central!
/Users/ganeshmarpuri/development/synthetic_image generation/output/SFNSRounded_31565.png,h^ilt!}x.Vb}9MY
/Users/ganeshmarpuri/development/synthetic_image generation/output/SFCompactRounded_91968.png,squinty
/Users/ganeshmarpuri/development/synthetic_image generation/output/SFNSItalic_24823.png,OQWdhsyh*w
/Users/ganeshmarpuri/development/synthetic_image generation/output/Webdings_72575.png,uppoint
/Users/ganeshmarpuri/development/synthetic_image generation/output/Zapfino_85206.png,Teenty uncontagious dalt foulness roelike sunsquall.
/Users/ganeshmarpuri/development/synthetic_image generation/output/Trebuchet MS Italic_74741.png,prefine
/Users/ganeshmarpuri/development/synthetic_image generation/output/Georgia_34157.png,<UC;K$`
/Users/ganeshmarpuri/development/synthetic_image generation/output/Verdana Bold_71339.png,sulphine
/Users/ganeshmarpuri/development/synthetic_image generation/output/Bodoni 72 Smallcaps Book_24241.png,Heedily impletion torchlike.
/Users/ganeshmarpuri/development/synthetic_image generation/output/Times New Roman Bold Italic_73935.png,Shriekily tresslet understrike sacking quotity coburgher.
/Users/ganeshmarpuri/development/synthetic_image generation/output/Silom_41431.png,Pangful alb kafir proctectasia dyophysite anchor clinometer
/Users/ganeshmarpuri/development/synthetic_image generation/output/Verdana Italic_13176.png,Pasquilant deodara sleigher emydinae?
/Users/ganeshmarpuri/development/synthetic_image generation/output/Times New Roman Italic_45843.png,Multiflorous unpulvinate vampiric domoid inapposite obsequial pointage.
/Users/ganeshmarpuri/development/synthetic_image generation/output/Bradley Hand Bold_35985.png,Scalewise webfoot restringency glareous chuje faunistic consol!
/Users/ganeshmarpuri/development/synthetic_image generation/output/Arial Narrow Italic_25091.png,Interprater premunition dada theocratical indiguria papilionid trance!
/Users/ganeshmarpuri/development/synthetic_image generation/output/AppleGothic_46044.png,iO`=
/Users/ganeshmarpuri/development/synthetic_image generation/output/STIXTwoText-Italic_81231.png,k!Rz)AkLG6rVBb
/Users/ganeshmarpuri/development/synthetic_image generation/output/DIN Condensed Bold_47519.png,eboe
/Users/ganeshmarpuri/development/synthetic_image generation/output/Arial Bold_88419.png,gustoish
/Users/ganeshmarpuri/development/synthetic_image generation/output/Trebuchet MS_21943.png,Wz?;OUO!\_1.z6x
/Users/ganeshmarpuri/development/synthetic_image generation/output/Trattatello_52539.png,XGdDxH~^M=9
/Users/ganeshmarpuri/development/synthetic_image generation/output/BigCaslon_66042.png,spoonily
/Users/ganeshmarpuri/development/synthetic_image generation/output/Courier New Bold_39346.png,weakbrained
/Users/ganeshmarpuri/development/synthetic_image generation/output/Lao Sangam MN_73958.png,Inhauler wordmongery orphrey shadowlike ewerer
/Users/ganeshmarpuri/development/synthetic_image generation/output/Luminari_30186.png,GF~QU
/Users/ganeshmarpuri/development/synthetic_image generation/output/Times New Roman_42772.png,solicitously
/Users/ganeshmarpuri/development/synthetic_image generation/output/Brush Script_12363.png,Ramesh
/Users/ganeshmarpuri/development/synthetic_image generation/output/Georgia Italic_82865.png,Cryptically leora heptacosane unheaded?
/Users/ganeshmarpuri/development/synthetic_image generation/output/Courier New Italic_52182.png,Scyphiferous seagoing queanish pinche casease lethally
/Users/ganeshmarpuri/development/synthetic_image generation/output/Arial Unicode_70385.png,unitarist
/Users/ganeshmarpuri/development/synthetic_image generation/output/Chalkduster_64046.png, dma
/Users/ganeshmarpuri/development/synthetic_image generation/output/Apple Chancery_96430.png,merciment
/Users/ganeshmarpuri/development/synthetic_image generation/output/AppleMyungjo_19036.png,<h/r
/Users/ganeshmarpuri/development/synthetic_image generation/output/Arial Narrow Bold Italic_39016.png,B_i;m=nh;d633
/Users/ganeshmarpuri/development/synthetic_image generation/output/Arial Narrow_56377.png,symmetry
/Users/ganeshmarpuri/development/synthetic_image generation/output/Courier New_11992.png,Ej/L%py d*(zx
/Users/ganeshmarpuri/development/synthetic_image generation/output/Wingdings 3_27835.png,IjLp}gd?oD
/Users/ganeshmarpuri/development/synthetic_image generation/output/Wingdings 2_87634.png,Becomes eponymy polyporite trifle iridescence snowflower praecognitum.
/Users/ganeshmarpuri/development/synthetic_image generation/output/STIXTwoText_30757.png,"8/#`,),9M)"
/Users/ganeshmarpuri/development/synthetic_image generation/output/Skia_61952.png,n2;(pLn=xShQi
/Users/ganeshmarpuri/development/synthetic_image generation/output/Trebuchet MS Bold Italic_56781.png, &aNJ+#! 
/Users/ganeshmarpuri/development/synthetic_image generation/output/Impact_20388.png,argentamide
/Users/ganeshmarpuri/development/synthetic_image generation/output/Tahoma Bold_60404.png,G!4YO%NSa
/Users/ganeshmarpuri/development/synthetic_image generation/output/Arial_30109.png,Noetic
/Users/ganeshmarpuri/development/synthetic_image generation/output/Ayuthaya_48156.png,Hazy catface hirple ceraunoscopy coxcombess insatiety uredospore!
/Users/ganeshmarpuri/development/synthetic_image generation/output/Khmer Sangam MN_53719.png,Plasteriness hettie bedstring integral reabsence deploringly indefinitive.
/Users/ganeshmarpuri/development/synthetic_image generation/output/KefaIII_27416.png,Nonsense forum depositure!
/Users/ganeshmarpuri/development/synthetic_image generation/output/Trebuchet MS Bold_52917.png,Latebra heterotaxia copiapite intimate amphibian!
/Users/ganeshmarpuri/development/synthetic_image generation/output/Arial Black_87216.png,*MeNb
/Users/ganeshmarpuri/development/synthetic_image generation/output/Courier New Bold Italic_50912.png,Protoloph unboundedly hirable
/Users/ganeshmarpuri/development/synthetic_image generation/output/Comic Sans MS_43307.png,<C|ZJ_BkWw
/Users/ganeshmarpuri/development/synthetic_image generation/output/DIN Alternate Bold_67318.png,m9;R<#fN8
/Users/ganeshmarpuri/development/synthetic_image generation/output/Wingdings_47289.png,B]7oA 
/Users/ganeshmarpuri/development/synthetic_image generation/output/Sathu_78804.png,sampaloc
/Users/ganeshmarpuri/development/synthetic_image generation/output/Arial Bold Italic_83323.png,Overswift belone molariform
/Users/ganeshmarpuri/development/synthetic_image generation/output/Tahoma_97633.png,porterhouse
/Users/ganeshmarpuri/development/synthetic_image generation/output/PlantagenetCherokee_68078.png,Parrotry flosculose leadership obligee corvina vanillin boggish.
/Users/ganeshmarpuri/development/synthetic_image generation/output/Georgia Bold_67147.png,murk
/Users/ganeshmarpuri/development/synthetic_image generation/output/Verdana Bold Italic_16622.png,poplared
/Users/ganeshmarpuri/development/synthetic_image generation/output/Microsoft Sans Serif_74769.png,Ptolemy
/Users/ganeshmarpuri/development/synthetic_image generation/output/Georgia Bold Italic_25210.png,zCv*c7y@e[K:(qQ
/Users/ganeshmarpuri/development/synthetic_image generation/output/Arial Rounded Bold_94379.png,Qy6f>;a7C>yu!
/Users/ganeshmarpuri/development/synthetic_image generation/output/Times New Roman Bold_19306.png,inusitation
/Users/ganeshmarpuri/development/synthetic_image generation/output/Krungthep_71282.png,Aftaba affrontment vellumy
/Users/ganeshmarpuri/development/synthetic_image generation/output/Andale Mono_90513.png,Aerometer malodorously kimnel rowlet unsexed outwarble
/Users/ganeshmarpuri/development/synthetic_image generation/output/Herculanum_51460.png,Altruist aerologic tuba goblinesque feodality kalekah
/Users/ganeshmarpuri/development/synthetic_image generation/output/Comic Sans MS Bold_76536.png,CW3w=[]NX}<Cpp+
/Users/ganeshmarpuri/development/synthetic_image generation/output/Arial Italic_33841.png,"FIme>B,R,`$$EYU"
/Users/ganeshmarpuri/development/synthetic_image generation/output/Verdana_91804.png,Monopylaria insecureness taximan shaup unwived militia.
/Users/ganeshmarpuri/development/synthetic_image generation/output/Arial Narrow Bold_12913.png,phiallike
/Users/ganeshmarpuri/development/synthetic_image generation/output/LastResort_12222.png,misimagine
/Users/ganeshmarpuri/development/synthetic_image generation/output/STIXGeneralItalic_27041.png,dlMC'z
/Users/ganeshmarpuri/development/synthetic_image generation/output/STIXGeneral_50262.png,delayer
/Users/ganeshmarpuri/development/synthetic_image generation/output/STIXTwoMath_88367.png,h*I/OdRGX{n
/Users/ganeshmarpuri/development/synthetic_image generation/output/STIXGeneralBolIta_91995.png,Narcotinic neurectopia inoculator cataracted curstly nothingology.
/Users/ganeshmarpuri/development/synthetic_image generation/output/STIXGeneralBol_43010.png,addictedness
/Users/ganeshmarpuri/development/synthetic_image generation/output/Arial Unicode_65535.png,S:M2
/Users/ganeshmarpuri/development/synthetic_image generation/output/Geneva_50684.png,-=IaD
/Users/ganeshmarpuri/development/synthetic_image generation/output/SFNSMono_61540.png,Sandra
/Users/ganeshmarpuri/development/synthetic_image generation/output/SFCompact_37302.png,_1Z#RA#4O
/Users/ganeshmarpuri/development/synthetic_image generation/output/NewYork_93125.png,orthopod
/Users/ganeshmarpuri/development/synthetic_image generation/output/SFNSMonoItalic_78623.png,9h%:{ueye#n
/Users/ganeshmarpuri/development/synthetic_image generation/output/SFNS_21639.png,landgraviate
/Users/ganeshmarpuri/development/synthetic_image generation/output/Monaco_80000.png,alike
/Users/ganeshmarpuri/development/synthetic_image generation/output/Apple Symbols_63705.png,Provocant reconcilee debarment.
/Users/ganeshmarpuri/development/synthetic_image generation/output/NewYorkItalic_55139.png,|6{Z'
/Users/ganeshmarpuri/development/synthetic_image generation/output/SFCompactItalic_76923.png,HxhY7CHn
/Users/ganeshmarpuri/development/synthetic_image generation/output/SFNSRounded_70620.png,]M^(N.a~04Q<;
/Users/ganeshmarpuri/development/synthetic_image generation/output/SFCompactRounded_75679.png,Tootle carunculous overtrim eavesdrop mission volage unriddler.
/Users/ganeshmarpuri/development/synthetic_image generation/output/SFNSItalic_39170.png,Greenockite lemonweed deculturate!
/Users/ganeshmarpuri/development/synthetic_image generation/output/Webdings_93921.png,zM((#
/Users/ganeshmarpuri/development/synthetic_image generation/output/Zapfino_65868.png,moeritherian
/Users/ganeshmarpuri/development/synthetic_image generation/output/Trebuchet MS Italic_83943.png,"Qvb""5LOX%A7ay"
/Users/ganeshmarpuri/development/synthetic_image generation/output/Georgia_74728.png,Derodidymus popal courtly?
/Users/ganeshmarpuri/development/synthetic_image generation/output/Verdana Bold_35987.png,Inexplicable crotcheteer bullhead brushbush azogallein!
/Users/ganeshmarpuri/development/synthetic_image generation/output/Bodoni 72 Smallcaps Book_74282.png,Nonreactive bathmotropic orgiasm notched vier impeacher
/Users/ganeshmarpuri/development/synthetic_image generation/output/Times New Roman Bold Italic_59973.png,golach
/Users/ganeshmarpuri/development/synthetic_image generation/output/Silom_18102.png,q*mp[Q
/Users/ganeshmarpuri/development/synthetic_image generation/output/Verdana Italic_84010.png,Misdeal arthrodirous separatrix
/Users/ganeshmarpuri/development/synthetic_image generation/output/Times New Roman Italic_35037.png,Homeoplasy damnable pompilus quibbleproof reanimalize fulyie
/Users/ganeshmarpuri/development/synthetic_image generation/output/Bradley Hand Bold_15370.png,Xu=lrIeo.~
/Users/ganeshmarpuri/development/synthetic_image generation/output/Arial Narrow Italic_71107.png,oV3 4Me&pF~y
/Users/ganeshmarpuri/development/synthetic_image generation/output/AppleGothic_31561.png,wT3G0[O
/Users/ganeshmarpuri/development/synthetic_image generation/output/STIXTwoText-Italic_18515.png,tammie
/Users/ganeshmarpuri/development/synthetic_image generation/output/DIN Condensed Bold_51721.png,*/L!_
/Users/ganeshmarpuri/development/synthetic_image generation/output/Arial Bold_26271.png,Uninfectable giveable epopoeist zambo bimestrial bal cupriferous!
/Users/ganeshmarpuri/development/synthetic_image generation/output/Trebuchet MS_80261.png,F3vBw@pWp>ucY
/Users/ganeshmarpuri/development/synthetic_image generation/output/Trattatello_49573.png,ruledom
/Users/ganeshmarpuri/development/synthetic_image generation/output/BigCaslon_84355.png,puzzleheaded
/Users/ganeshmarpuri/development/synthetic_image generation/output/Courier New Bold_61199.png,Galla anthemia feathered craneman blackheads
/Users/ganeshmarpuri/development/synthetic_image generation/output/Lao Sangam MN_83961.png,Palkee commodiously tetralogue drawhorse reappear mesognathous sultanize.
/Users/ganeshmarpuri/development/synthetic_image generation/output/Luminari_80693.png,monochromat
/Users/ganeshmarpuri/development/synthetic_image generation/output/Times New Roman_49709.png,Reub estimator gab jazzer?
/Users/ganeshmarpuri/development/synthetic_image generation/output/Brush Script_39288.png,"NAS)(J%z ,B9l*;"
/Users/ganeshmarpuri/development/synthetic_image generation/output/Georgia Italic_63688.png,)QH3
/Users/ganeshmarpuri/development/synthetic_image generation/output/Courier New Italic_48506.png,2/=@C#.R
